sentence,tag
"['patient', ':', 'ok', ',', 'so', 'the', 'pain', 'for', 'my', 'cheek', 'and', 'above', 'the', 'eyebrow', 'can', 'be', 'fixed', 'by', 'ice', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'I-Treatment', 'O']"
"['doctor', ':', 'yes']","['O', 'O', 'O']"
"['doctor', ':', 'i', 'ce', 'and', 'ibuprofen']","['O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment']"
"['doctor', ':', 'but', 'it', 's', 'best', 'to', 'get', 'an', 'eye', 'checkup', 'with', 'it', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Test', 'I-Test', 'O', 'O', 'O']"
"['patient', ':', 'ok', ',', 'thank', 'you', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['doctor', ':', 'take', 'care', 'and', 'goodbye', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['patient', ':', 'hello', 'doctor', '!', 'my', 'name', 'is', 'sarah', '.', 'gender', 'is', 'female', '.', 'age', 'is', '26', '.', 'my', 'main', 'issue', 'is', ':', 'i', 'recently', 'got', 'a', 'tb', 'shot', 'and', ""i'm"", 'supposed', 'to', 'go', 'for', 'my', 'reading', 'tomorrow', '.', 'however', ',', 'the', 'doctor', 'administered', 'the', 'shot', '3', 'tome', 'but', 'the', 'first', 'two', 'did', 'not', 'take', '.', 'i', 'have', 'a', 'red', 'itchy', 'bump', 'on', 'my', 'forearm', 'where', 'i', 'got', 'the', 'shot', '.', 'my', 'current', 'medications', 'are', ':', 'none']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Background', 'O', 'O', 'O', 'I-Background', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Test', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['doctor', ':', 'hi', ',', 'my', 'name', 'is', 'dr', '.', 'martinez', 'm', '.', 'd', '.', 'how', 'can', 'i', 'make', 'your', 'health', 'and', 'day', 'better', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['patient', ':', 'i', 'recently', 'got', 'a', 'tb', 'shot', ',', 'and', ""i'm"", 'supposed', 'to', 'go', 'for', 'my', 'reading', 'tomorrow', '.', 'however', ',', 'the', 'doctor', 'administered', 'the', 'shot', '3', 'tome', 'but', 'the', 'first', 'two', 'did', 'not', 'take', '.', 'i', 'have', 'a', 'red', 'itchy', 'bump', 'on', 'my', 'forearm', 'where', 'i', 'got', 'the', 'shot']","['O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'I-Treatment']"
"['doctor', ':', '3', 'times', '?']","['O', 'O', 'I-Other', 'O', 'O']"
"['doctor', ':', 'are', 'you', 'referring', 'to', 'the', 'ppd', 'test', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Test', 'I-Test', 'O']"
"['patient', ':', 'yes']","['O', 'O', 'O']"
"['doctor', ':', 'okay', ',', 'so', 'you', 'need', 'to', 'get', 'the', 'bump', 'measured', 'within', '72', 'hours']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Test', 'I-Test', 'I-Test', 'O', 'I-Other', 'I-Other']"
"['patient', ':', ""i'm"", 'supposed', 'to', 'go', 'back', 'for', 'the', 'reading', 'tomorrow', '.', 'i', 'just', 'wanted', 'to', 'know', 'if', 'this', 'was', 'normal']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Test', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['doctor', ':', 'i', 'understand', '.', 'slight', 'irritation', 'and', 'a', 'bump', 'can', 'appear', ',', 'do', 'not', 'put', 'anything', 'on', 'it', 'until', 'you', 'get', 'the', 'bump', 'measured']","['O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O']"
"['patient', ':', 'no', 'itching', 'cream', '?']","['O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O']"
"['doctor', ':', 'a', 'local', 'reaction', 'can', 'occur', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['doctor', ':', 'not', 'until', 'you', 'get', 'it', 'checked']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['patient', ':', 'ok', 'thank', 'you']","['O', 'O', 'O', 'O', 'O']"
"['doctor', ':', 'you', 'are', 'welcome', ',', 'take', 'care', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
