sentence,tag
"['atrioventricular', 'block', 'complicating', 'amiodarone', '-', 'induced', 'hypothyroidism', 'in', 'a', 'patient', 'with', 'pre', '-', 'excitation', 'and', 'rate', '-', 'dependent', 'bilateral', 'bundle', 'branch', 'block', '.']","['I-Problem', 'I-Problem', 'O', 'I-Treatment', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O']"
"['we', 'present', 'a', 'case', 'of', 'a', 'diabetic', 'patient', 'taking', 'glyburide', 'who', 'was', 'prescribed', 'ciprofloxacin', 'and', 'developed', 'prolonged', 'hypoglycemia', ',', 'which', 'persisted', 'for', 'over', '24', 'hours', '.']","['O', 'O', 'O', 'I-Background', 'O', 'O', 'I-Problem', 'O', 'I-Background', 'I-Treatment', 'O', 'O', 'O', 'I-Treatment', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O']"
"['ceftriaxone', 'was', 'approved', 'in', '1997', 'for', 'the', 'treatment', 'of', 'otitis', 'media', 'despite', 'previous', 'studies', 'that', 'documented', 'an', 'association', 'of', 'ceftriaxone', 'with', 'elevated', 'hepato', '-', 'biliary', 'enzymes', 'and', 'transient', 'biliary', 'stasis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Test', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O']"
"['hydroxymethylglutaryl', 'coenzyme', 'a', 'reductase', 'inhibitors', '(', 'statins', ')', 'have', 'been', 'associated', 'with', 'myopathy', 'and', 'rhabdomyolysis', '.']","['I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'O']"
"['a', '7', '-', 'year', '-', 'old', 'girl', 'developed', 'diabetes', 'mellitus', 'and', 'exocrine', 'pancreatic', 'insufficiency', 'after', '3', '.', '5', 'years', 'of', 'almost', 'continuous', 'treatment', 'with', 'azathioprine', 'and', '/', 'or', 'prednisone', 'for', 'idiopathic', 'auto', '-', 'immune', 'haemolytic', 'anaemia', '.']","['O', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Other', 'O', 'I-Other', 'I-Other', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'O', 'O', 'O', 'I-Treatment', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O']"
"['we', 'report', 'a', 'case', 'of', 'st', 'elevation', 'in', 'right', 'precordial', 'leads', 'compatible', 'with', 'type', '1', 'brugada', 'syndrome', 'following', 'administration', 'of', 'propafenone', 'in', 'a', 'patient', 'with', 'wolff', '-', 'parkinson', '-', 'white', 'syndrome', 'who', 'was', 'receiving', 'lithium', 'at', 'concentrations', 'within', 'therapeutic', 'levels', '.']","['O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O']"
"['insulin', '-', 'induced', 'lipoatrophy', 'in', 'type', 'i', 'diabetes', '.']","['I-Treatment', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O']"
"['the', 'reported', 'case', 'represents', 'an', 'unusual', 'association', 'between', 'medication', 'with', 'the', 'proton', 'pump', 'inhibitor', 'lansoprazole', 'and', 'the', 'development', 'of', 'collagenous', 'colitis', 'suggesting', 'the', 'importance', 'of', 'evaluation', 'of', 'drug', 'use', 'in', 'patients', 'with', 'microscopic', 'colitis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O']"
"['as', 'these', 'cases', 'revealed', ',', 'close', 'monitoring', 'of', 'blood', 'chemistry', 'is', 'mandatory', 'after', 'starting', 'spironolactone', ',', 'and', 'patients', 'should', 'be', 'advised', 'to', 'stop', 'spironolactone', 'immediately', 'if', 'diarrhoea', 'develops', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'I-Test', 'O', 'I-Test', 'I-Test', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O']"
"['papilloedema', 'and', 'hepatic', 'dysfunction', 'apparently', 'induced', 'by', 'perhexiline', 'maleate', '(', 'pexid', ')', '.']","['I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'O', 'O']"
"['treatment', 'of', 'apl', 'in', 'pregnancy', 'is', 'controversial', 'as', 'the', 'use', 'of', 'atra', 'has', 'been', 'questioned', 'due', 'to', 'the', 'teratogenic', 'effect', 'of', 'retinoids', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Treatment', 'O']"
"['to', 'the', 'best', 'of', 'our', 'knowledge', 'no', 'comparable', 'case', 'and', 'no', 'discussion', 'of', 'possible', 'complications', 'of', 'aspirin', 'prophylaxis', 'in', 'patients', 'with', 'brain', 'tumours', 'have', 'been', 'published', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O']"
"['physicians', 'should', 'be', 'aware', 'that', 'indinavir', 'nephrolithiasis', 'may', 'cause', 'papillary', 'necrosis', '.']","['O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'I-Problem', 'I-Problem', 'O']"
"['we', 'report', 'a', 'child', 'with', 'yolk', 'sac', 'tumor', 'who', 'developed', 'localized', 'pigmentation', 'after', 'the', 'first', 'course', 'of', 'chemotherapy', 'regimen', 'that', 'included', 'cisplatin', ',', 'etoposide', 'and', 'bleomycin', '.']","['O', 'O', 'O', 'I-Background', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Other', 'I-Other', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O']"
"['nephrogenic', 'diabetes', 'insipidus', 'and', 'renal', 'tubular', 'acidosis', 'secondary', 'to', 'foscarnet', 'therapy', '.']","['I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Treatment', 'O', 'O']"
"['the', 'latest', 'covid-19', 'variant', 'appears', 'to', 'be', 'resistant', 'to', 'the', 'initial', 'vaccine', 'formulations', '.']","['O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'O']"
"['discussion', ':', 'olanzapine', ',', 'like', 'other', 'atypical', 'antipsychotic', 'drugs', ',', 'may', 'cause', 'muscle', 'injury', 'with', 'concomitant', 'elevations', 'of', 'serum', 'ck', 'of', 'muscle', 'origin', '.']","['O', 'O', 'I-Treatment', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O']"
"['a', 'mentally', 'retarded', '23', '-', 'year', '-', 'old', 'woman', 'with', 'myoclonic', 'astatic', 'epilepsy', 'developed', 'an', 'abnormal', 'posture', 'of', 'extreme', 'forward', 'flexion', ',', 'called', 'camptocormia', ',', 'during', 'valproate', 'monotherapy', '.']","['O', 'I-Problem', 'I-Problem', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Treatment', 'O', 'O']"
"['case', 'summaries', ':', 'two', 'patients', 'who', 'received', 'ifosfamide', '-', 'containing', 'chemotherapy', 'developed', 'ncse', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'I-Problem', 'O']"
"['this', 'case', 'presentation', 'is', 'of', 'a', 'patient', 'who', 'had', 'the', 'clinical', 'appearance', 'of', 'epiglottitis', ',', 'but', 'actually', 'had', 'an', 'oro', '-', 'pharyngeal', 'dystonic', 'reaction', 'to', 'prochlorperazine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Treatment', 'O']"
"['tetracycline', '-', 'induced', 'benign', 'intracranial', 'hypertension', '.']","['I-Treatment', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O']"
"['methods', ':', 'growth', 'retardation', 'was', 'observed', 'in', 'six', 'severely', 'asthmatic', 'children', 'after', 'introduction', 'of', 'high', '-', 'dose', 'fluticasone', 'propionate', 'treatment', '(', 'dry', 'powder', ')', '.']","['O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Background', 'O', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O']"
"['methotrexate', '-', 'induced', 'diffuse', 'interstitial', 'pulmonary', 'fibrosis', '.']","['I-Treatment', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O']"
"['provocation', 'of', 'non', '-', 'convulsive', 'status', 'epilepticus', 'by', 'tiagabine', 'in', 'three', 'adolescent', 'patients', '.']","['O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Treatment', 'O', 'O', 'I-Background', 'O', 'O']"
"['hepato', '-', 'biliary', 'abnormalities', 'secondary', 'to', 'ceftriaxone', 'use', ':', 'a', 'case', 'report', '.']","['I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'O', 'O']"
"['after', 'having', 'received', 'gemcitabine', 'on', 'day', '1', 'of', 'the', 'second', 'course', ',', 'the', 'patient', 'developed', 'dry', 'cough', ',', 'subfebrile', 'temperatures', 'and', 'dyspnea', 'within', '48', 'h', '.']","['O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Other', 'I-Other', 'I-Other', 'O']"
"['the', '9', 'other', 'reported', 'cases', 'of', 'd', '-', 'penicillamine', 'induced', 'rapidly', 'progressive', 'glomerulonephritis', 'have', 'been', 'reviewed', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O']"
"['ritonavir', 'can', 'inhibit', 'the', 'metabolism', 'of', 'fentanyl', 'significantly', ',', 'so', 'caution', 'should', 'be', 'exercised', 'if', 'fentanyl', 'is', 'given', 'to', 'patients', 'receiving', 'ritonavir', 'medication', '.']","['I-Treatment', 'O', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'I-Background', 'I-Background', 'I-Background', 'O']"
"['one', 'patient', 'who', 'received', 'clindamycin', 'had', 'liver', 'biopsy', 'findings', 'of', 'marked', 'cholestasis', ',', 'portal', 'inflammation', ',', 'bile', 'duct', 'injury', 'and', 'bile', 'duct', 'paucity', '(', 'ductopenia', ')', '.']","['O', 'O', 'O', 'O', 'I-Treatment', 'O', 'O', 'I-Test', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'O', 'O']"
"['pain', 'management', 'discussion', 'forum', ':', 'serious', 'interaction', 'among', 'frequently', 'used', 'drugs', 'for', 'chronic', 'pain', '.']","['O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Other', 'I-Treatment', 'I-Treatment', 'O', 'I-Problem', 'I-Problem', 'O']"
"['a', 'fatal', 'poisoning', 'case', 'involving', 'etizolam', ',', 'phenobarbital', ',', 'promethazine', 'and', 'chlorpromazine', 'is', 'presented', '.']","['O', 'I-Problem', 'I-Problem', 'I-Background', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O', 'O', 'O']"
"['in', 'this', 'case', ',', 'the', 'increase', 'in', 'the', 'inr', 'value', 'with', 'associated', 'bruising', 'after', 'the', 'addition', 'of', 'amoxycillin', 'suggests', 'a', 'drug', 'interaction', 'between', 'acenocoumarol', 'and', 'amoxycillin', ',', 'other', 'possible', 'causes', 'having', 'been', 'eliminated', '.']","['O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'I-Test', 'I-Test', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['favorable', 'outcome', 'of', 'de', 'novo', 'hepatitis', 'b', 'infection', 'after', 'liver', 'transplantation', 'with', 'lamivudine', 'and', 'adefovir', 'therapy', '.']","['O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'O']"
"['we', 'report', 'here', 'such', 'a', 'case', 'with', 'bilateral', 'mooren', ""'"", 's', 'ulcer', 'that', 'failed', 'to', 'respond', 'to', 'local', 'therapy', 'with', 'topical', 'corticosteroids', ',', 'silver', 'nitrate', ',', 'and', 'conjunctival', 'resection', ',', 'as', 'well', 'as', 'systemic', 'immunosuppression', 'with', 'corticosteroids', ',', 'cyclophosphamide', ',', 'and', 'azathioprine', '.']","['O', 'O', 'O', 'O', 'O', 'I-Background', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O', 'O', 'I-Treatment', 'O']"
"['subcutaneous', 'il', '-', '2', 'is', 'safe', 'and', 'well', 'tolerated', ',', 'with', 'a', 'mortality', 'rate', '<', '3', '%', '.']","['I-Treatment', 'I-Test', 'I-Test', 'I-Test', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'O', 'O']"
"['we', 'present', 'a', 'case', 'report', 'of', 'a', 'patient', 'who', 'developed', 'a', 'prolonged', 'qt', 'while', 'being', 'treated', 'with', 'oral', 'methadone', 'for', 'a', 'chronic', 'pain', 'syndrome', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O']"
"['gallstones', 'and', 'bile', 'sludge', 'are', 'common', 'side', 'effects', 'of', 'octreotide', 'therapy', 'but', 'rarely', 'become', 'symptomatic', 'or', 'require', 'treatment', '.']","['I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['the', 'aim', 'of', 'our', 'paper', 'was', 'to', 'describe', 'hepatotoxicity', 'of', 'sirolimus', '(', 'srl', ')', 'in', 'a', 'kidney', 'graft', 'recipient', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Background', 'O']"
"['this', 'is', 'the', 'second', 'report', 'of', 'lactic', 'acidosis', 'in', 'a', 'patient', 'on', 'stavudine', 'and', 'lamivudine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O']"
"['although', 'limb', 'dyskinesia', 'after', 'methylphenidate', 'is', 'a', 'commonly', 'reported', 'side', 'effect', ',', 'to', 'the', 'authors', ""'"", 'knowledge', 'this', 'is', 'only', 'the', 'second', 'reported', 'case', 'to', 'develop', 'both', 'orofacial', 'and', 'limb', 'dyskinesia', 'in', 'the', 'acute', 'period', 'after', 'the', 'first', 'dose', 'of', 'methylphenidate', '.']","['O', 'O', 'O', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Background', 'I-Background', 'I-Background', 'O', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'O']"
"['three', 'months', 'following', 'splenectomy', ',', 'multiple', 'abscesses', 'occurred', 'in', 'the', 'muscles', 'of', 'both', 'thighs', 'while', 'the', 'patient', 'was', 'receiving', 'the', 'third', 'course', 'of', 'the', 'chop', 'regimen', '.']","['I-Other', 'I-Other', 'I-Treatment', 'I-Treatment', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O']"
"['both', 'raloxifene', '(', 'rlx', ')', 'and', 'alendronate', '(', 'aln', ')', 'can', 'treat', 'and', 'prevent', 'new', 'vertebral', 'fractures', ',', 'increase', 'bone', 'mineral', 'density', '(', 'bmd', ')', ',', 'and', 'decrease', 'biochemical', 'markers', 'of', 'bone', 'turnover', 'in', 'postmenopausal', 'women', 'with', 'osteoporosis', '.']","['I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'O', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Test', 'O', 'I-Problem', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Test', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Background', 'I-Background', 'O', 'I-Problem', 'O']"
"['taxanes', 'are', 'widely', 'used', 'chemotherapeutic', 'agents', 'with', 'the', 'potential', 'to', 'induce', 'pulmonary', 'injury', 'through', 'a', 'variety', 'of', 'mechanisms', '.']","['I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O']"
"['osteomyelitis', 'occurring', 'during', 'infliximab', 'treatment', 'of', 'severe', 'psoriasis', '.']","['I-Problem', 'O', 'O', 'I-Treatment', 'O', 'O', 'I-Problem', 'I-Problem', 'O']"
"['we', 'report', 'a', 'case', 'of', 'neh', 'masquerading', 'as', 'cutaneous', 'vasculitis', 'in', 'a', 'woman', 'receiving', 'cyclophosphamide', 'for', 'lupus', 'nephritis', '.']","['O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Background', 'O', 'I-Treatment', 'O', 'I-Problem', 'I-Problem', 'O']"
"['acute', 'renal', 'failure', 'in', 'a', 'child', 'associated', 'with', 'acyclovir', '.']","['I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Background', 'O', 'O', 'I-Treatment', 'O']"
"['since', 'ss', 'is', 'a', 'clinical', 'diagnosis', ',', 'heightened', 'clinician', 'awareness', 'of', 'the', 'possibility', 'of', 'ss', 'among', 'patients', 'receiving', 'ssri', 'or', 'mirtazapine', 'in', 'combination', 'with', 'opioids', 'may', 'lead', 'to', 'earlier', 'detection', 'and', 'avoidance', 'of', 'potentially', 'lethal', 'consequences', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O']"
"['5', '-', 'fluorouracil', '(', '5', '-', 'fu', ')', 'is', 'an', 'analogue', 'of', 'pyrimidine', 'nucleosides', 'that', 'is', 'widely', 'used', 'in', 'the', 'treatment', 'of', 'head', 'and', 'neck', ',', 'breast', ',', 'ovarian', ',', 'and', 'colon', 'cancer', '.']","['I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'O', 'I-Problem', 'O', 'I-Problem', 'O', 'O', 'I-Problem', 'I-Problem', 'O']"
"['myoclonic', 'spasms', 'following', 'intrathecal', 'morphine', '.']","['I-Problem', 'I-Problem', 'O', 'I-Treatment', 'I-Treatment', 'O']"
"['fulminant', 'hepatic', 'failure', 'associated', 'with', 'bicalutamide', '.']","['I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Treatment', 'O']"
"['this', 'is', 'a', 'case', 'report', 'of', 'subtle', ',', 'mild', 'hypothermia', 'in', 'a', '54', '-', 'year', 'old', 'female', 'patient', 'receiving', 'risperidone', 'for', 'schizophrenia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'O', 'O', 'I-Treatment', 'O', 'I-Problem', 'O']"
"['while', 'many', 'can', 'benefit', 'from', 'coadministration', 'of', 'serotonergic', 'antidepressants', 'and', 'opioids', ',', 'it', 'appears', 'that', 'some', 'individuals', 'are', 'at', 'increased', 'risk', 'for', 'ss', '.']","['O', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'I-Background', 'I-Background', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O']"
"['initial', 'treatment', 'with', 'heparin', 'was', 'substituted', 'with', 'thrombolysis', ',', 'which', 'resulted', 'in', 'clinical', 'improvement', 'and', 'dissolution', 'of', 'right', 'heart', 'thrombus', 'but', 'was', 'followed', 'by', 'fatal', 'intracerebral', 'haemorrhage', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O']"
"['methemoglobinemia', ':', 'an', 'occupational', 'hazard', 'of', 'phenylpropanolamine', 'production', '.']","['I-Problem', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'O']"
"['the', 'present', 'report', 'describes', 'the', 'first', 'case', 'of', 'acute', 'pancreatitis', 'associated', 'with', 'danazol', 'treatment', 'of', 'endometriosis', '.']","['O', 'O', 'O', 'O', 'O', 'I-Background', 'I-Background', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'I-Problem', 'O']"
"['although', 'other', 'nitrites', 'induce', 'methemoglobinemia', ',', 'exposure', 'to', 'methyl', 'nitrite', 'during', 'phenylpropanolamine', 'production', 'appears', 'to', 'be', 'a', 'new', 'cause', 'of', 'occupational', 'methemoglobinemia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O']"
"['we', 'describe', 'a', 'case', 'of', 'infection', 'with', 'mycobacterium', 'abscessus', 'in', 'a', '67', '-', 'year', '-', 'old', 'woman', 'receiving', 'infliximab', 'as', 'a', 'component', 'of', 'her', 'therapy', 'for', 'ra', '.']","['O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'O', 'I-Treatment', 'O', 'O', 'I-Treatment', 'O', 'O', 'I-Treatment', 'O', 'I-Problem', 'O']"
"['although', 'rare', ',', 'massive', 'pulmonary', 'embolus', 'must', 'be', 'considered', 'to', 'be', 'a', 'major', 'risk', 'of', 'thrombolytic', 'therapy', 'for', 'deep', 'venous', 'thrombosis', '.']","['O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O']"
"['four', 'patients', 'receiving', 'high', '-', 'dose', 'tamoxifen', 'for', 'greater', 'than', '1', 'year', 'have', 'demonstrated', 'similar', 'retinal', 'changes', '.']","['O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'I-Other', 'I-Other', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O']"
"['atorvastatin', 'induced', 'multiple', 'organ', 'failure', '.']","['I-Treatment', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O']"
